"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","loadingOverlay_af017a src","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"[","Friday, October 10, 2025 at 11:26 AM","Call Sweep","PEP","140","01/15/2027","Call","Ask","1,094","$2.2M","1,120","1,814","19 minutes ago","Friday, October 10, 2025 at 11:11 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:26 AM","]"
"[","Friday, October 10, 2025 at 11:27 AM","Call Sweep","NVDA","195","10/17/2025","Call","Ask","1,500","$457.5K","52,391","93,331","19 minutes ago","Friday, October 10, 2025 at 11:12 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:27 AM","]"
"—","Friday, October 10, 2025 at 11:31 AM","Put Sweep","TQQQ","107","10/10/2025","Put","Ask","6,015","$1.2M","9,621","8,793","15 minutes ago","Friday, October 10, 2025 at 11:16 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"—","Friday, October 10, 2025 at 10:16 AM","Put Sweep","TSLA","350","12/17/2027","Put","Above","171","$1.3M","400","3,477","2 hours ago","Friday, October 10, 2025 at 10:01 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:45 AM","Call Sweep","IBIT","70","05/15/2026","Call","Ask","494","$560.7K","710","441","an hour ago","Friday, October 10, 2025 at 10:30 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:45 AM","]"
"[","Friday, October 10, 2025 at 10:49 AM","Call Sweep","NVTS","5","01/15/2027","Call","Ask","1,006","$543.2K","1,218","8,504","58 minutes ago","Friday, October 10, 2025 at 10:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:49 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Put Sweep","AMD","230","10/17/2025","Put","Above","600","$498.1K","4,881","3,768","55 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","1,089","$1M","3,192","92","56 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Call Sweep","OKLO","220","11/21/2025","Call","Above","500","$542.4K","673","158","56 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:52 AM","Call Sweep","URNM","50","01/16/2026","Call","Ask","369","$553.5K","723","12,325","55 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:52 AM","]"
"—","Friday, October 10, 2025 at 10:55 AM","Unusual Call Sweep","CAT","640","05/15/2026","Call","Ask","400","$594K","402","99","51 minutes ago","Friday, October 10, 2025 at 10:40 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:59 AM","Call Sweep","NVDA","320","12/17/2027","Call","Above","408","$873.1K","411","4,974","48 minutes ago","Friday, October 10, 2025 at 10:44 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:59 AM","]"
"—","Friday, October 10, 2025 at 11:13 AM","Call Sweep","AMD","240","01/16/2026","Call","Ask","600","$1.2M","2,717","6,179","34 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","AMD","230","01/16/2026","Call","Ask","250","$598.8K","1,249","12,542","32 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Put Sweep","MU","187.5","10/31/2025","Put","Ask","1,104","$1.2M","1,107","686","32 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:17 AM","Call Sweep","AVGO","380","11/21/2025","Call","Above","500","$429.8K","1,478","5,122","30 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
"[","Friday, October 10, 2025 at 11:18 AM","Call Sweep","BMNR","56","10/24/2025","Call","Ask","1,000","$460K","1,048","2,710","29 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:18 AM","]"
"[","Friday, October 10, 2025 at 11:18 AM","Call Sweep","NVDA","205","12/19/2025","Call","Ask","802","$806K","1,212","31,919","29 minutes ago","Friday, October 10, 2025 at 11:03 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:18 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","366","11/14/2025","Put","Ask","594","$463.3K","668","66","28 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","367","11/14/2025","Put","Ask","727","$599.8K","730","112","28 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:21 AM","Call Sweep","ORCL","305","10/17/2025","Call","Ask","450","$562.5K","3,365","2,256","25 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:21 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Call Sweep","TLT","86","01/16/2026","Call","Ask","1,000","$535K","2,072","7,735","21 minutes ago","Friday, October 10, 2025 at 11:10 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"—","Thursday, October 9, 2025 at 4:15 PM","Call Sweep","INTC","40","01/15/2027","Call","Ask","502","$451.8K","3,849","53,277","19 hours ago","Thursday, October 9, 2025 at 3:59 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:22 AM","Call Sweep","AMZN","300","12/17/2027","Call","Ask","188","$470K","236","4,193","25 minutes ago","Friday, October 10, 2025 at 11:07 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:22 AM","]"
"[","Friday, October 10, 2025 at 11:32 AM","Put Sweep","IREN","60","10/17/2025","Put","Ask","1,999","$419.8K","44,291","41,470","15 minutes ago","Friday, October 10, 2025 at 11:17 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:32 AM","]"
"[","Friday, October 10, 2025 at 10:52 AM","Call Sweep","WULF","10","06/18/2026","Call","Ask","823","$576.1K","852","5,001","55 minutes ago","Friday, October 10, 2025 at 10:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:52 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Put Sweep","TSLA","270","12/19/2025","Put","Ask","1,633","$424.6K","1,641","6,806","34 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:16 AM","Put Sweep","TSLA","430","10/17/2025","Put","Ask","401","$463.2K","7,234","7,550","31 minutes ago","Friday, October 10, 2025 at 11:01 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:16 AM","]"
"—","Friday, October 10, 2025 at 10:48 AM","Call Sweep","BE","70","01/16/2026","Call","Ask","278","$861.8K","333","1,780","59 minutes ago","Friday, October 10, 2025 at 10:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","COIN","440","01/16/2026","Call","Ask","160","$518.4K","342","834","33 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:26 AM","Call Sweep","PEP","140","01/15/2027","Call","Ask","1,094","$2.2M","1,120","1,814","21 minutes ago","Friday, October 10, 2025 at 11:11 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:26 AM","]"
"[","Friday, October 10, 2025 at 11:32 AM","Unusual Put Sweep","SLV","45.5","10/17/2025","Put","Ask","6,065","$843K","6,660","769","15 minutes ago","Friday, October 10, 2025 at 11:17 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:32 AM","]"
"[","Friday, October 10, 2025 at 11:22 AM","Put Sweep","LULU","165","03/20/2026","Put","Ask","246","$457.6K","258","489","25 minutes ago","Friday, October 10, 2025 at 11:07 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:22 AM","]"
"[","Friday, October 10, 2025 at 11:22 AM","Put Sweep","PDD","120","01/16/2026","Put","Ask","779","$401.2K","831","24,596","25 minutes ago","Friday, October 10, 2025 at 11:07 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:22 AM","]"
"[","Friday, October 10, 2025 at 10:18 AM","Put Sweep","GLD","375","09/18/2026","Put","Ask","200","$524K","200","63","2 hours ago","Friday, October 10, 2025 at 10:03 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:18 AM","]"
"[","Friday, October 10, 2025 at 10:47 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","848","$826.8K","855","92","an hour ago","Friday, October 10, 2025 at 10:32 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:47 AM","]"
"[","Friday, October 10, 2025 at 10:47 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","929","$905.8K","1,799","92","an hour ago","Friday, October 10, 2025 at 10:32 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:47 AM","]"
"—","Friday, October 10, 2025 at 10:48 AM","Call Sweep","BE","70","01/16/2026","Call","Ask","278","$861.8K","333","1,780","an hour ago","Friday, October 10, 2025 at 10:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:49 AM","Call Sweep","NVTS","5","01/15/2027","Call","Ask","1,006","$543.2K","1,218","8,504","59 minutes ago","Friday, October 10, 2025 at 10:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:49 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Put Sweep","AMD","230","10/17/2025","Put","Above","600","$498.1K","4,881","3,768","57 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","1,089","$1M","3,192","92","57 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Call Sweep","OKLO","220","11/21/2025","Call","Above","500","$542.4K","673","158","57 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:52 AM","Call Sweep","URNM","50","01/16/2026","Call","Ask","369","$553.5K","723","12,325","57 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:52 AM","]"
"[","Friday, October 10, 2025 at 10:52 AM","Call Sweep","WULF","10","06/18/2026","Call","Ask","823","$576.1K","852","5,001","57 minutes ago","Friday, October 10, 2025 at 10:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:52 AM","]"
"—","Friday, October 10, 2025 at 10:55 AM","Unusual Call Sweep","CAT","640","05/15/2026","Call","Ask","400","$594K","402","99","53 minutes ago","Friday, October 10, 2025 at 10:40 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:57 AM","Unusual Put Sweep","OKLO","160","10/31/2025","Put","Ask","320","$660.8K","362","1","51 minutes ago","Friday, October 10, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:57 AM","]"
"[","Friday, October 10, 2025 at 10:57 AM","Put Sweep","OKLO","160","10/31/2025","Put","Ask","650","$1.3M","1,012","1","51 minutes ago","Friday, October 10, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:57 AM","]"
"[","Friday, October 10, 2025 at 10:59 AM","Call Sweep","NVDA","320","12/17/2027","Call","Above","408","$873.1K","411","4,974","50 minutes ago","Friday, October 10, 2025 at 10:44 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:59 AM","]"
"—","Friday, October 10, 2025 at 11:04 AM","Call Sweep","NVDA","225","06/18/2026","Call","Ask","686","$1.3M","715","3,609","43 minutes ago","Friday, October 10, 2025 at 10:49 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:06 AM","Call Sweep","IBIT","69","11/21/2025","Call","Ask","2,000","$860K","2,189","7,026","42 minutes ago","Friday, October 10, 2025 at 10:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:06 AM","]"
"[","Friday, October 10, 2025 at 11:07 AM","Call Sweep","ORCL","290","10/17/2025","Call","Ask","300","$675K","4,929","4,183","41 minutes ago","Friday, October 10, 2025 at 10:52 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:07 AM","]"
"—","Friday, October 10, 2025 at 11:13 AM","Call Sweep","AMD","240","01/16/2026","Call","Ask","600","$1.2M","2,717","6,179","35 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:14 AM","Put Sweep","TSLA","270","12/19/2025","Put","Ask","1,633","$424.6K","1,641","6,806","36 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","COIN","440","01/16/2026","Call","Ask","160","$518.4K","342","834","35 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","MP","70","10/10/2025","Call","Ask","637","$401.3K","729","1,523","34 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","NVDA","185","02/20/2026","Call","Ask","313","$809.1K","456","8,449","34 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","TSLA","460","11/21/2025","Call","Ask","352","$887K","541","10,346","34 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","PLTR","187.5","10/17/2025","Call","Ask","1,801","$612.3K","5,172","22,902","33 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","AMD","230","01/16/2026","Call","Ask","250","$598.8K","1,249","12,542","33 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Put Sweep","MU","187.5","10/31/2025","Put","Ask","1,104","$1.2M","1,107","686","33 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:16 AM","Put Sweep","TSLA","430","10/17/2025","Put","Ask","401","$463.2K","7,234","7,550","33 minutes ago","Friday, October 10, 2025 at 11:01 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:16 AM","]"
"[","Friday, October 10, 2025 at 11:17 AM","Unusual Call Sweep","GLD","369","10/31/2025","Call","Ask","1,586","$1.1M","1,613","449","31 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
